id,type,sub_type,name,description,year,lat,long,evacuated,homeless,injuries,deaths,insured_cost,homes_damaged,homes_destroyed,regions,url,severity,cost_2011
322,Natural,Flood,South-East Queensland Feb 1928,"A Tropical Cyclone crossed Brisbane causing heavy rain and subsequent floods to south-east Queensland. There was widespread floods to the following towns; Coolangatta, Tweed Heads, Bilinga, Murwillumbah, Mullumbimby, Byron Bay, Bangalow, Kingscliff Lismore, Glen Innes, Grafton and Killarney.  Extensive damage was reported to buildings, houses, crops farms (notably dairy) and other infrastructure including roads, railways and bridges. There were five deaths.",1928,-27.47046852,153.02354430,,,,5,,,,QLD,http://www.emknowledge.gov.au/resource/?id=322,"$20,000,000.00",$0.00
4674,Natural,Flood,Hughenden 1917,"On New Year&rsquo;s Day in 1917, Hughenden experienced what was reported as the greatest flood in 40 years. The Flinders River flooded the town&rsquo;s Chinese Garden, submerged the Hughenden Station Woolshed and caused several homes to be swept away. Five members of the one family drowned as floodwaters swept their home downstream. Four siblings from the family survived and were rescued the following day.",1917,-20.82736778,144.20104980,,,,5,,,,QLD,http://www.emknowledge.gov.au/resource/?id=4674,"$20,000,000.00",$0.00
307,Natural,Flood,Alice Springs and Central Northern Territory,"Starting on 31 March 1988, the Todd River catchment saw the largest rainfall recorded within 24 hours. More than 300 mm of rain fell in the western MacDonnell Ranges, with over 150 mm at stations further east, around Alice Springs. The flood reached a gauge height of 3.98 m.  The Todd River burst its banks, flooding large areas of Alice Springs, and isolating it from the south as road and rail links through Heavitree Gap were cut. Further south, the Hugh and Palmer Rivers also burst their banks, cutting the Stuart Highway.  The weather system which caused the flood resulted from the combined effects of two tropical depressions, one forming to the north-east of Darwin, and the second in the Indian Ocean south of Java. The combined depression then travelled in a south-easterly direction to Alice Springs.  Approximately 300 people were evacuated from low-lying areas, and there was considerable damage in the Alice Springs area. There were three fatalities in the floods.  The Insurance Council of Australia estimated the 1988 damage at $10 million, with the 2011 estimated normalised cost of $68 million.",1988,-23.49347687,132.80822750,300,,,3,"$10,000,000.00",,,NT,http://www.emknowledge.gov.au/resource/?id=307,"$52,000,000.00",$0.00
337,Natural,Flood,Katherine Floods,"On 24 January 1998, Tropical Cyclone Les developed over the Gulf of Carpentaria. As it made landfall it weakened into a rain depression which drifted towards Katherine.  Rain began to fall on 25 January and it continued to rain steadily for three days. During this time between 400 and 500 mm fell over the Katherine, Roper and Daly River catchments. Three people drowned in the floodwaters.  After two days of steady rain, on 27 January 1998, the Katherine River had risen to more than 20 m. The main street was covered by 2 m of muddy water and 2000 people abandoned their homes and possessions, many of them losing everything in the flood waters. Roads and transport links were extensively damaged and it took a number of days to repair. The Daly River was also affected by the flood as it moved downstream.  The Insurance Council of Australia estimated the 1998 damage at $70 million, with the 2011 estimated normalised cost of $201 million.",1998,-14.46360493,132.26440430,2000,3600,30,3,"$70,000,000.00",1170,,NT,http://www.emknowledge.gov.au/resource/?id=337,"$657,000,000.00",$0.00
365,Natural,Flood,Central Coast,"Heavy rainfall on the Central Coast from 16 to 20 February produced catastrophic flooding in multiple regions. The damage was centred near the Mackay region with the short coastal streams between Mackay and Bowen reporting record floods.  At Finch Hatton, 865 mm of rain was reported in 24 hours while at Giru 1 m of water flowed through the town. Record floods in the O'Connell River washed away both the Elaroo and Bloomsbury bridges. In northern parts of the Thomson River catchment, severe flooding was reported in the Torrens and Cornishcreeks.  The flood caused major damage to roads, railways and other infrastructure. The main northern railway line was washed away.",1958,-33.39017487,151.47811890,,,,3,,,20,QLD,http://www.emknowledge.gov.au/resource/?id=365,"$12,000,000.00",$0.00
519,Natural,Flood,South-East Queensland Jun 2005,"Floods and storms occurred across south-east Queensland and northern New South Wales, causing damage to cars and homes. The Gold Coast recorded rain totals of 368 mm in a 24 hour period.  Flood warnings were issued for major rivers from mid-north New South Wales to southern Queensland. In the northern New South Wales town of Lismore, the Wilson River peaked and as a precaution, approximately 3000 residents were asked to evacuate their homes.  The Insurance Council of Australia estimated the 2005 damage at $53.9 million, with the 2011 estimated normalised cost of $93 million.  See related event for NSW. ",2005,-19.25706673,146.81794740,,,,2,"$53,900,000.00",,,QLD,http://www.emknowledge.gov.au/resource/?id=519,"$61,900,000.00",$0.00
613,Natural,Flood,Queensland Jan 2012,"From 24 January 2012, south-east Queensland experienced very high rainfall across the region with totals up to 200 mm recorded in a 24 hour period.  Floods occurred in some areas and homes were evacuated, power outages occurred and several roads were closed as the heavy rain continued.  The State Emergency Service (SES) received approximately 500 requests for assistance between midnight and 4 pm across south-east Queensland. The SES efforts focused on the north side of Brisbane, in Boondall, Zillmere, Herston and Aspley. Most requests for assistance were for minor damage to properties and general and storm damage. On 24 January, evacuation centres were opened at Narangba and Deception Bay, north of Brisbane. Twelve homes were evacuated as a precaution at Burpengary, north of Brisbane, and another dozen homes were flooded further north on the Sunshine Coast. Power was cut to approximately 9500 homes and businesses across the south-east. Overnight Upper Springbrook recorded some of the heaviest rain falls, with 193 mm in the 12 hours to 6 am. Lower Springbrook recorded 173 mm, Upper Tallebudgera 142 mm and 127 mm at Mt Tamborine. Brisbane city and suburbs had between 80 and 120 mm of rain and Caloundra on the Sunshine Coast recorded 271 mm in just ten hours.  Thirteen dams across south-east Queensland began spilling water to cope with the deluge, which included 220 mm falls over 30 hours in some parts.  Council run Australia Day events planned for the Moreton Bay Region and for the Gold Coast's Evandale Parklands were forced to cancel due to the heavy rain.  The State Emergency Services received more than 650 calls for assistance on the morning of 27 January.   On 3 February a state of emergency was declared in Mitchell and approximately a quarter of the population was evacuated.. The Queensland Government requested assistance from the Australian Defence Force to provide aerial support and aid evacuations. The Maranoa River reached 9.85 m, breaking its 1956 record peak of 9.26 m. Almost half the population took refuge in a sports complex and when the flood threatened to isolate the complex helicopters were sent in to air-lift people to safety.  By 4 February the Warrego River in Charleville reached 7.7 m and over 280 homes were inundated when floodwaters in Roma peaked at 8.35 m. Approximately 50 per cent of homes experienced some form of inundation. More than 700 homes or businesses in the region needed assistance, and more than 440 were damaged with approximately 288 properties affected in Mitchell and 290 affected in Roma. One hundred and twenty Australian Defence Force soldiers assisted with the clean up in these regions.  On 5 February mandatory evacuations were ordered for St George after it was predicted the Balonne River would peak at up to 15 m. With more than 2600 people from a population of 3000 evacuated, it was Queensland&rsquo;s largest evacuation in history. The Balonne River in St George passed its previous record of 13.48 m, peaking at 13.93 m, but the township remained protected by its 14.5 m levee with damage restricted to the 50 homes. St George also faced pollution problems as floodwaters damaged the local sewerage treatment plant, posing a major public health risk.  At the beginning of March, a category one cyclone off the south-east coast caused further flooding and six evacuation centres were opened across the coast to assist evacuated and displaced people.  The National Disaster Relief and Recovery Arrangements (NDRRA) identified the Local Government Areas of Aurukun, Burdekin, Burke, Cairns, Carpentaria, Cassowary Coast, Charters Towers, Cook, Doomadgee, Hinchinbrook, Kowanyama, Mackay, Mapoon, Mornington, Napranum, Northern Peninsula, Palm Island, Pormpuraaw, Tablelands, Townsville City, Torres Strait Islands and Yarrabah as natural disaster zones. To date the Australian Government Disaster Recovery Payments total approximately $11,749,000 allocated to 10,293 claimants.  On 3 January one person died when their car was swept off a causeway into floodwaters in Roma. Another person died on 5 March after being swept away by waters near Gympie, north of Brisbane.  The Insurance Council of Australia estimated the preliminary 2012 damage at $124.7 million.  Further information will be provided when available.      ",2012,-23.51173782,148.16093440,,,,2,"$124,688,000.00",,,QLD,http://www.emknowledge.gov.au/resource/?id=613,"$132,688,000.00",$0.00
18,Natural,Flood,Gippsland June 2007,"In late June 2007, the Gippsland area received record rainfall associated with an intense low pressure system. The substantial rain event followed the Great Divide Bushfires, when 1.2 million hectares of public and private land were burnt and large areas of soil were left exposed.   The storm in June 2007 resulted in major flooding and widespread damage. Seven rivers burst their banks causing millions of dollars of damage to homes, businesses and farms, as well as a significant loss of public and private assets. The rapidly rising floodwaters forced dozens of rescues and evacuations. One person died as a result of the flood waters. During 48 hours of torrential rain more than 1000 emergency service staff worked to save homes and shops in towns throughout Gippsland. Relief centres were set up at Bairnsdale, Lakes Entrance, Paynesville, Sale, Lucknow and Loch Sport and housed up to 360 evacuees. Volunteers also provided medical aid and catering with other organisations such as the Lions Club.  The State Government established a Flood Recovery Ministerial Taskforce, which assessed community need and planned the recovery program. The Taskforce announced a $60 million Flood Recovery Initiative covering among other things the cost of work on some 400 roads, bridges and 80 walking tracks spanning hundreds of km and clearing debris from the regions&rsquo; water supplies, catchments and recreation areas.  The Insurance Council of Australia estimated the 2007 damage at $15 million, with the 2011 estimated normalised cost of $18 million.",2007,-38.22739410,146.74713130,,,,1,"$15,000,000.00",,,VIC,http://www.emknowledge.gov.au/resource/?id=18,"$19,000,000.00",$0.00
66,Natural,Flood,Western Sydney,"On 24 April 1974, severe flash flooding caused heavy damage in Sydney's western suburbs and the Blue Mountains. During this period approximately 200 mm of rain fell.  One person died as a result of the flooding.  The Insurance Council of Australia estimated the 1974 damage at $20 million, with the 2011 normalised cost of $509 million.",1974,-33.75153351,150.69122310,,,,1,"$20,000,000.00",,,NSW,http://www.emknowledge.gov.au/resource/?id=66,"$24,000,000.00",$0.00
201,Natural,Flood,Sydney and Wollongong,"During the period between 17-18 August, a low pressure trough moved along the central and southern New South Wales coast causing heavy rainfall. On 17 August between the hours 6:00 pm to 9:00 pm, a thunderstorm remained over the Wollongong area dumping heavy falls. Due to the flash flooding, many areas were isolated until 9:00 pm.  As a result, major roads and train lines to Wollongong were disrupted and mudslides were reported on some roads, including Bulli Pass. Fifty homes were flooded in north Wollongong, and it was reported homes along the coast were dislodged from their foundations. One person drowned in attempting to cross a flooded creek at Bellambi.  Damage recorded in Sydney suburbs included; erosion of beach side suburbs, 14 metropolitan roads blocked, power loss to thousands of homes, reports of winds reaching up to 92 km per hour which brought down trees and power lines.  Due to the impact of the flood, the State Emergency Services (SES) obtained access to the Natural Relief Arrangements (NDRA) funding which assisted in the response efforts. During the cleanup operation up to 450 personnel assisted and 41 SES volunteer units sent teams into Wollongong.  Rainfall recorded for 24 hours to 9:00am on 18 August were:  Mt Ousley: 445 mm  Bulli Pass: 410 mm  Keiraville: 337 mm  Figtree: 313 mm  Wollongong: 316 mm  The Insurance Council of Australia estimated the 1998 damage at $40 million, with the 2011 estimated normalised cost of $97 million.",1998,-34.42443466,150.89309690,,,,1,"$40,000,000.00",50,,NSW,http://www.emknowledge.gov.au/resource/?id=201,"$44,000,000.00",$0.00
361,Natural,Flood,Dalby,"Flooding in the wake of an ex-tropical cyclonic depression resulted in heavy damage in the Dalby township and surrounding area. Heavy rainfall over the Myall creek catchment created serious flooding for the town of Dalby, the highest recorded at a height of 4.5 m. Approximately 2000 homes were inundated with water and there was considerable damage to the grain growing districts. One death was recorded.  The Insurance Council of Australia estimated the 1981 damage at $20 million, with the 2011 estimated normalised cost of $205 million.",1981,-27.17769051,151.26353450,,,5,1,"$20,000,000.00",2000,,QLD,http://www.emknowledge.gov.au/resource/?id=361,"$26,500,000.00",$0.00
481,Natural,Flood,North Queensland Feb 2009,"As a result of Tropical Cyclone Elllie, flooding in Queensland affected the townships between Townsville and Cairns. In addition further heavy rain fell between 6 and 7 February, with Ingham receiving 236 mm, raising the floodwater level to over 12.5 metres.  The monsoonal rain in North Queensland affected 62 per cent of the State. One of the heaviest falls was in Clonclurry which recorded more than 400 mm. An area of over one million square km was declared a disaster zone as flood waters continued to rise.  The Insurance Council of Australia estimated the 2009 damage at $19 million with the 2012 estimated normalised cost of $22 million.  This is the combined total for resulting floods from two events: Tropical Cyclone Charlotte and Tropical Cyclone Ellie. (see separate entry for North Queensland floods 12 January 2009).",2009,-18.65111160,146.15461730,,,,1,"$19,000,000.00",3000,,QLD,http://www.emknowledge.gov.au/resource/?id=481,"$23,000,000.00",$0.00
1,Natural,Heatwave,South-Eastern Australia Heatwave 1939,"An extreme heatwave occurred in south-eastern Australia, January 1939. It was long lasting with very high temperatures. On 9 January the temperature at Kyancutta (South Australia) reached 49.3 &deg;C, the highest temperature recorded in South Australia at that time.  Many temperature records were made during this heatwave, some of which have held until the recent 2009 heatwave; Adelaide, 46.1 &deg;C, on 12 January, Melbourne, 45.6&deg;C on 13 January, Sydney, 45.3&deg;C on 14 January with Manly and Richmond both reaching over 47 &deg;C. In northern New South Wales some places reached 48 &deg;C on 15 January. Menindee in western New South Wales reached 49.7 &deg;C.  High temperatures were experienced inland in 1939; at Mildura the temperature exceeded 37.8 &deg;C on each of the first 14 days of January, and at the peak of the heatwave, averaged 45.6&deg;C from 7-14 January. It is estimated that more than 400 deaths in Victoria were caused by excessive heat.  The strong northerly winds in 1939 over this period followed a very dry six months providing the right conditions for extreme bushfire, see the related entry for the 13 January 1939, Black Friday bushfire.",1939,-33.13151550,135.55789180,,,,400,,,,VIC;NSW;SA,http://www.emknowledge.gov.au/resource/?id=1,"$1,600,000,000.00",$0.00
484,Natural,Flood,Northern New South Wales May 2009,"On 20 May 2009 an east coast low formed off the south-east Queensland coast. In combination with a strong high pressure system in the southern Tasman Sea, gale to storm force east to south-east winds affected the northern New South Wales coast.  Consequently, heavy rain occurred over a large part of the north-east region during the period 19-23 May, with additional heavy falls on 20-21 May. This was the third major flood to occur in the Mid North Coast this year, compounding damage previously caused during the February and April floods.  Damage recorded in the region included winds of 130 km per hour at Byron Bay, closure of 240 schools, the Tweed area affected by a lightning strike disabling powerlines to the north and south of the region (12,000 homes and businesses), 16,000 people on the far north coast were without power overnight, 35,000 people isolated by floodwaters, an overall approximate 21,500 people isolated in the affected regions, and the Macleay River levee at Kempsey broke its banks inundating the township. One fatality occurred when a person attempted to cross a flooded creek in Coffs Harbor.  The State Government declared the following regions as natural disaster areas: Kempsey, Coffs Harbour, Bellingen, Nambucca, Port Macquarie-Hastings, Tweed, Byron, Ballina, Lismore, Kyogle, Richmond Valley and Clarence Valley local Government areas.           The Insurance Council of Australia estimated the 2009 damage at $48 million, with the 2011 normalised cost of $55 million.",2009,-28.64416122,153.61238100,,,,1,"$48,000,000.00",,,NSW,http://www.emknowledge.gov.au/resource/?id=484,"$52,000,000.00",$0.00
507,Natural,Flood,Victoria Jan 2011,"On 13 and 14 January 2011, large amounts of tropical air combined with a low pressure trough brought heavy rain to areas of south-east Australia. The heaviest rain spread into Victoria, resulting in record rainfall in parts of west and north-west Victoria. This, combined with saturated conditions of the catchment and floodplains, caused severe flooding.  Jeparit recorded the highest daily rainfall of 161.2 mm, with seven other monitoring stations breaking their highest daily rainfall records. Weather stations at Kyneton, Annuello, Rupanyup and Maryborough observed their highest ever rainfall total for anymonth on record.  The Wimmera, Avoca, Loddon and Campaspe river catchment areas all reached record flood peaks. The Barwon catchment and the Lerderderg River in the Werribee catchment also experienced major flooding. The towns of Charlton, Bridgewater, Carisbrook, Rochester, Horsham and Echuca experienced the greatest levels of inundation.  The flooding of the Goulburn River resulted in the drowning of a person in a flooded billabong near Shepparton.  The Insurance Council of Australia estimated the preliminary 2011 damage at $126 million.",2011,-36.05048752,145.20527650,,,,1,"$126,495,000.00",,,VIC,http://www.emknowledge.gov.au/resource/?id=507,"$130,495,000.00",$0.00
511,Natural,Flood,Townsville,"Tropical Cyclone Sid brought about heavy rain and wide spread flooding to areas in the northern regions of Queensland, between Cairns and Townsville. Townsville recorded 549 mm of rain in a 24 hour period, and as a result 50 per cent of the town lost their power supply. Other major areas affected included Blue Water Creek, Black River, Rollingstone, Paluma, Ingham, Halifax and Charters Towers.  The heavy deluge brought about extensive damage throughout the affected regions. Infrastructure including roads, highways, bridges, railways and power lines were badly disrupted. Furthermore, the flash flood inundated multiple buildings and houses along with wide spread damage to both agriculture and horticulture industries. The flood waters ruined crops, particularly the cane growers. One death was recorded as a result of this event.  The Insurance Council of Australia estimated the 1998 damage at $71 million, with the 2011 estimated normalised cost of $245 million. ",1998,-19.25686264,146.81806950,,,,1,"$71,000,000.00",,14,QLD,http://www.emknowledge.gov.au/resource/?id=511,"$75,000,000.00",$0.00
514,Natural,Flood,North-East New South Wales,"Floods and storms occurred across south-east Queensland and northern New South Wales, causing damage to cars and homes. The Gold Coast recorded rain totals of 368 mm in a 24 hour period. The New South Wales Premier declared Lismore, Byron Bay, Tweed Heads and Ballina natural disaster zones.   Flood warnings were issued for major rivers from mid-north New South Wales to southern Queensland. In the northern New South Wales town of Lismore the Wilson River peaked and as a precaution, approximately 3000 residents were asked to evacuate their homes.  Thousands of people in northern New South Wales remained stranded by the flood waters days after the storms, and were reliant on food and medical drops by boat and helicopter.  The Insurance Council of Australia estimated the 2005 damage at $25 million, with the 2011 estimated normalised cost of $37 million.   See related event for Queensland.",2005,-28.80650711,153.27694700,3000,,,1,"$25,000,000.00",,,NSW,http://www.emknowledge.gov.au/resource/?id=514,"$329,000,000.00",$0.00
588,Natural,Flood,"Northern New South Wales, Moree","On 27 November heavy rainfall occurred in the northern inland areas of New South Wales. Flood warnings were issued for the Macleay, Severn, Macintyre, Gwydir, Mehi, Namoi and Peel Rivers.New South Wales State Emergency Service volunteers prepared Wee Waa with food and emergency supplies, with predictions that the swollen Namoi River would isolate the town for some days. The rising waters made the roads in Wee Waa inaccessible to all but four-wheel drive vehicles. Water levels exceeded 6 m around 9:00 am on 27 November, before reaching 7 m on 29 November with major flooding.  Approximately 300 properties were isolated in Moree, and the town was cut in two after rising waters forced the closure of the local bridge.More properties were cut off in Gunnedah and the village of Garah, as waters in the Namoi, Gwydir, Peel and Mehi Rivers continued to rise. One person drowned after being pulled into a storm water drain in Bingara, near Inverell.  As the flood waters abated and moved downstream, the Department of Primary Industries were able to assess the flood damage. Hundreds of livestock, mainly sheep, died with most of the losses occurring between Garah and Weemelah. Fodder drops will continue to provide quality feed.  It has been estimated that approximately $52 million in flood damage has occurred to the cotton industry in the Gwydir Valley. The local growers' association says initial estimates are based on around 18,000 hectares; up to 30 per cent of the dryland crop and five per cent of irrigated crop being damaged. It warns these figures could worsen as the floodwaters move downstream inundating more cotton and upstream crops begin to emerge.  On 1 December 2011, the New South Wales Government announced natural disaster declarations following the recent heavy rain and significant flooding in Northern New South Wales; local councils involved include Moree Plains, Inverell, Armidale, Gunnedah, Narrabri, Gwydir, Muswellbrook, Liverpool Plains, Tamworth and the Upper Hunter Shire Councils.",2011,-29.46429825,149.84478760,,,,1,,,,NSW,http://www.emknowledge.gov.au/resource/?id=588,"$4,000,000.00",$0.00
117,Natural,Flood,Melbourne and Central Victoria,"On 26 to 28 December 1999, high rainfall in the northern suburbs of Melbourne caused localised flooding. In Carisbrook, central Victoria, over the same period the local catchment area received the most significant rainfall totals in more than 100 years.  The Insurance Council of Australia estimated the 1999 damage at $10 million, with the 2011 estimated normalised cost of $23 million.",1999,-37.73792267,144.96508790,,100,,,"$10,000,000.00",,,VIC,http://www.emknowledge.gov.au/resource/?id=117,"$20,000,000.00",$0.00
534,Transport,Road,Gordonvale/Cairns Bus Crash,"On 4 February 1987, a Cairns State High School bus carrying 43 students home from a school camp went off the cliff edge of the Gillies Highway as a result of faulty brakes. The bus fell 30 m, rolling several times, before coming to a rest upside down. The impact killed eight students. ",1987,-17.10798073,145.77484130,,,30,8,,,,QLD,http://www.emknowledge.gov.au/resource/?id=534,"$47,000,000.00",$0.00
127,Natural,Flood,North and Central Queensland,"Queensland's far north endured saturating rains, cutting major transport lines and flooding isolated towns, leaving motorists and tourists stranded north of Ingham. Cairns opened a disaster co-ordination centre after a record 208 mm deluge which turned suburban streets into creeks and shopping centre car parks into miniature lakes. More than 3000 sandbags were distributed to Cairns residents who fought to keep rising flood waters from their front doors and 10,000 residents experienced blackouts.  Apart from floods along the Barwon, Tully and Herbert Rivers, others to flood included Burdekin, Bulloo, Flinders, Thompson, Paroo, Diamantina, Georgina, Barcoo rivers and Cooper Creek. Almost a third of Queensland was declared a natural disaster area by the State Government in the wake of the extensive flooding throughout northern, central and western Queensland. In relative terms one out of three individuals were directly affected by the floods.  Wide spread floods caused damage to plantations, crops and infrastructure, which resulted in several large damage estimates. This included $70 million to cane and banana industries compiled with $50 million to existing infrastructure.   The Insurance Council of Australia estimated the 2000 damage at $12 million, with the 2011 estimated normalised cost of $30 million.",2000,-16.92339897,145.77384950,,,10,,"$12,000,000.00",,,QLD,http://www.emknowledge.gov.au/resource/?id=127,"$17,000,000.00",$0.00
248,Natural,Flood,Sydney Nov 1984,"On the 8 November 1984, thunderstorms caused extremely heavy rain over a sizeable area near the centre of Sydney. Observatory Hill recorded 196 mm in three hours. Due to large expanses of urban areas being paved, much of the rainfall became flood run-off, causing damage to homes along the Harbour. Vehicles were swept off roads or buried in mud.  Thousands of homes were flooded, and hundreds of people evacuated.  The Insurance Council of Australia estimated the 1984 damage at $80 million, with the 2011 estimated normalised cost of $578 million.",1984,-33.85963821,151.20468140,,,,,"$80,000,000.00",,,NSW,http://www.emknowledge.gov.au/resource/?id=248,"$80,000,000.00",$0.00
265,Natural,Flood,"Gnarr Creek, Ballarat","In December 1991, flood waters damaged homes and businesses in Ballarat due to the largest flood event recorded at the time for the Gnarr Creek system. Investment in storm water management systems occurred after this flood in an attempt to avoid a recurrence.  The Insurance Council of Australia estimated the 1991 damage at $24 million, with the 2011 estimated normalised cost of $90 million.",1991,-37.56203079,143.85665890,,220,,,"$24,000,000.00",,,VIC,http://www.emknowledge.gov.au/resource/?id=265,"$46,000,000.00",$0.00
328,Natural,Flood,Sydney Mar 1975,"Severe flooding resulted in damage to the areas of Gosford, Sydney and the Illawarra region.  The Insurance Council of Australia estimated the 1975 damage at $15 million, with the 2012 estimated normalised cost of $339 million.",1975,-33.85963821,151.20468140,,,,,"$15,000,000.00",,,NSW,http://www.emknowledge.gov.au/resource/?id=328,"$15,000,000.00",$0.00
334,Natural,Flood,"Queensland, Northern Territory and Western Australia","Tropical Cyclone Madge crossed the coast near Cooktown and brought about widespread rain, which resulted in subsequent flooding to neighbouring towns along the coast. Coinciding Tropical Cyclone Bella also brought about extensive rain towards the concluding in stages of March. The two cyclones affected rivers across the State of Queensland including the Herbert, Tully, Nicholson, Gregory, Georgina, Burke, Hamilton, Diamantina, Thomson and Cloncurry.  The Bruce Highway, connecting Cairns and Townsville, was inundated with water and was subsequently cut in six places. Furthermore there was also damage to buildings and houses along with reports of heavy crop and livestock losses.  The Insurance Council of Australia estimated the 1973 damage at $30 million, with the 2011 estimated normalised cost of $1492 million.  (Note this is a combined cost with Northern Territory, and Western Australia).",1973,-16.92290306,145.77394100,,,,,"$30,000,000.00",,,QLD,http://www.emknowledge.gov.au/resource/?id=334,"$30,000,000.00",$0.00
490,Natural,Flood,Mid and North Coast,"During the period 31 March - 1 April 2009, Coffs Harbour and the surrounding regions experienced heavy rainfall associated with severe storms. The highest falls were recorded at; Red Hill 445 mm, Girralong 730 mm and Wooli 129 mm. The heights of the River systems increased significantly with Coffs Creek peaking at 5.14 m, Bellinger River peaking at 8.6 m, and the Nambucca River peaking at 10.4 m.  The effects of the flood were compounded by the heavy rainfall that occurred in February 2009. There was extensive damage and critical infrastructure, businesses, local industry, property, crops and landslips also occurred.  There were 760 requests for help from the State Emergency Services (SES). The response and recovery was assisted by New South Wales Fire Brigades, Rural Fire Service, Ambulance Service, Police Force and local councils. Over 100 people were rescued, 800 people evacuated and were accommodated overnight in emergency centres and three schools stayed children overnight.  The Minister for Emergency Services declared Coffs Harbour, Nambucca and Bellingen local government areas, a natural disaster zone.  The Insurance Council of Australia estimated the 2009 damage at $37 million, with the 2011 estimated normalised cost of $40 million.",2009,-30.29631233,153.11567690,,,,,"$37,000,000.00",,,NSW,http://www.emknowledge.gov.au/resource/?id=490,"$37,000,000.00",$0.00
494,Natural,Flood,Mackay,"During the period 10 - 18 February 2008, a number of severe weather fronts permeated numerous areas including the western, far north, central and south-east regions of Queensland. Towns seriously affected by the weather included Townsville, Bundaberg, Mackay, Rockhampton, Airlie Beach, Proserpine, Cooktown, Cairns and Ingham. Heavy rainfall and subsequent flooding resulted in widespread damage across the state of Queensland. There was notable damage to state infrastructure as well as other damage relating to buildings and houses. At Mackay 4000 houses were inundated from flood water. Agriculture and horticulture based industries also sustained heavy losses.  The Insurance Council of Australia estimated the 2008 damage at $410 million, with the 2011 estimated normalised cost of $507 million.",2008,-21.14058876,149.18566890,,,,,"$410,000,000.00",4000,,QLD,http://www.emknowledge.gov.au/resource/?id=494,"$410,000,000.00",$0.00
495,Natural,Flood,South-East Queensland Feb 2008,"During the period 10 &ndash; 18 February 2008, a number of severe weather fronts permeated numerous areas including the western, far north, central and south-east regions of Queensland. Towns seriously affected by the weather included Townsville, Bundaberg, Mackay, Rockhampton, Airlie Beach, Proserpine, Cooktown, Cairns and Ingham.  Heavy rainfall and subsequent flooding resulted in widespread damage across the state of Queensland. There was notable damage to state infrastructure as well as other damage relating to buildings and houses. At Mackay 4000 houses were inundated from flood water. Agriculture and horticulture based industries also sustained heavy losses.  The Insurance Council of Australia estimated the 2008 damage at $410 million, with the 2011 normalised cost of $507 million.   ",2008,-27.99584007,152.68249510,,,,,"$410,000,000.00",4000,,QLD,http://www.emknowledge.gov.au/resource/?id=495,"$410,000,000.00",$0.00
496,Natural,Flood,North Coast New South Wales,"Rainfall in excess of 200 mm on the night of 3 January resulted in flooding on the NSW north coast, including Kyogle and near Mullumbimby. The State Emergency Service (SES) received more than 80 requests for assistance. In Kyogle, the SES evacuated 30 people from a caravan park and responded to two landslide incidents. A caravan park was evacuated in Lismore as flooding of local roads occurred. The heavy rainfall resulted in flood warnings for a number of catchments including the Tweed, Richmond, Wilsons, Bellinger, Orara and Clarence Rivers.  By 6 January, there were several thousand people isolated by floodwaters. The SES worked with the Department of Community Services to evacuate an Aboriginal community of around 160 residents at Cabbage Tree Island near Woodburn, threatened by flooding waters. Supply operations were undertaken by SES volunteers via helicopter, floodboat and high-clearance 4WD vehicles. Approximately 80 air support supply tasks were completed over a five day period.  The local government areas of Ballina, Byron, Clarence Valley, Kyogle, Lismore, Richmond Valley, Tenterfield and Tweed were declared natural disaster areas, eligible for assistance under the Natural Relief and Recovery Arrangements.  The Insurance Council of Australia estimated the 2008 damage at $15 million, with the 2011 estimated normalised cost of $17 million.",2008,-28.62035561,153.00405880,,,,,"$15,000,000.00",,,NSW,http://www.emknowledge.gov.au/resource/?id=496,"$15,000,000.00",$0.00
